Gene name,chr,start,end
ODF3B,22,50529710,50532580
AC027309.2,5,172656522,172656713
AC016573.1,5,173383941,173451591
AC027309.1,5,172690454,172697720
AL670729.3,1,228357012,228368554
AC053481.1,17,62319884,62320189
AL365217.1,6,65302522,65304957
AL357375.1,6,64377795,64412779
SCAT8,6,63806836,63822642
AC022217.2,5,172762521,172763258
HNRNPDP2,6,64631205,64631682
TRIM58,1,247857187,247880138
DUSP1,5,172768096,172771195
EYS,6,63719980,65707226
AC022217.3,5,172755457,172762587
AC004156.1,19,663482,669500
AC022217.4,5,172762980,172782334
RPL4,15,66498015,66524532
AL672212.1,6,41308166,41308565
OR2W3,1,247895587,247896531
USP9YP3,Y,21661926,21674008
ZNF888,19,52904417,52923481
AC008632.1,5,173463484,173484584
FSTL3,19,676392,683392
SCO2,22,50523568,50526461
ZNF669,1,247099962,247104372
NCR2,6,41335608,41350889
USP9YP8,Y,21677246,21681118
OBSCN,1,228208063,228378876
ZNF468,19,52838010,52857649
PLBD1,12,14503661,14567883
AC008663.1,5,173562478,173573199
AC008663.3,5,173574938,173576275
LIMK2,22,31212239,31280080
OR2T8,1,247920252,247921956
AC008663.2,5,173578275,173585068
OR2AJ1,1,247924889,247935339
MTIF3,13,27435643,27450591
CLK3P2,1,247936061,247937513
TYMP,22,50525752,50530032
MARCHF10-DT,17,62808500,62836371
UTS2B,3,191267168,191330536
OR2X1P,1,247938973,247939659
PRELID3BP3,17,62841101,62841645
OR2L8,1,247948858,247949796
AL356387.1,1,111317600,111323981
AC010487.1,19,52923382,52924075
OR10B1P,19,15141105,15142062
ZNF321P,19,52927135,52942601
CHIA,1,111290851,111320566
AC005972.3,17,62910021,62968549
ZNF702P,19,52966896,53037898
TRMT112P3,17,62950831,62951188
OR2AK2,1,247965233,247966386
AL136967.1,6,41381392,41381832
AC010168.1,12,14665655,14757963
AL136967.2,6,41405819,41406561
OR2L9P,1,247974741,247975653
PLBD1-AS1,12,14567393,14624191
AC008026.2,17,62381668,62382015
AC008114.1,12,14530124,14543575
EFCAB3,17,62343941,62416479
AC005104.1,2,241351340,241353104
BOD1,5,173607145,173616659
AC104841.1,2,241326334,241327039
MTND2P6,7,57186412,57187441
AC099654.3,7,57187892,57189437
ATMIN,16,81035842,81047350
AC099654.11,7,57189578,57190226
AC099654.9,7,57190300,57190460
RPS4XP17,17,656794,657547
AC106795.7,CHR_HSCHR5_3_CTG5,177939622,177983334
AC099654.8,7,57190461,57191138
AC015853.2,17,503171,511347
AC236592.1,CHR_HSCHR5_3_CTG5,177967004,177967457
MTCO3P4,7,57191141,57191927
AC015853.1,17,552566,553417
AC106795.9,CHR_HSCHR5_3_CTG5,177950335,177963960
AC099654.13,7,57191997,57192337
SEPTIN2,2,241315100,241354027
MTND4P5,7,57192695,57194068
AC010328.3,19,52956041,52981654
AC099654.10,7,57192405,57192698
MTND5P7,7,57194257,57196054
ZNF816-ZNF321P,19,52928475,52962823
AC099654.14,7,57196056,57196564
AC106795.4,CHR_HSCHR5_3_CTG5,177875522,177950732
MTCYBP5,7,57196638,57197772
FOXP4,6,41546426,41602384
AP001922.4,11,75642600,75642889
MRPL50P4,10,59551404,59551878
AP001922.5,11,75583196,75594665
GUSBP12,7,57200825,57203597
MAP6,11,75586918,75669120
AC026391.1,10,59578467,59650345
AC005972.1,17,62978494,62978841
MIR7-3HG,19,4769031,4785077
AC099654.1,7,57209865,57222897
AC010487.2,19,52865369,52865429
AC010328.2,19,53004040,53005150
AC010328.1,19,53007512,53013180
OR2L1P,1,247980872,247991204
AC008813.1,19,52809824,52810708
AC099654.16,7,57242681,57245931
OR2L6P,1,248003129,248004068
AC099654.4,7,57270839,57275197
AC005972.2,17,63004672,63005152
ZNF816,19,52949379,52962911
PJA1,X,69160851,69165793
OR2L5,1,248013660,248024276
AC103858.1,15,81303215,81309391
OR2L2,1,248030070,248042305
AC237221.1,7,57404172,57419535
TEX22,14,105398538,105450106
LINC01863,5,173642519,173658194
AP001922.6,11,75596144,75597270
RPS23P7,17,62397397,62398142
OR2L3,1,248046836,248063407
ALOX12P1,17,30529688,30542416
AP001922.2,11,75635883,75638587
AL627095.2,1,247105405,247108929
LINC01942,5,173689459,173705849
LGMNP1,13,64958097,64959396
C1orf229,1,247110160,247112417
AC011840.3,17,30550493,30551189
FGFR3P6,1,247119669,247120278
SUCO,1,172532349,172611833
AL928654.2,14,105467793,105470617
AC022217.5,5,172785262,172785424
OR2T32P,1,248083522,248087522
OSBPL8,12,76351797,76559809
AC011840.5,17,30551193,30551802
AL928654.1,14,105416884,105419739
AC110011.1,5,172816592,172819958
SUGP2,19,18990888,19034023
LINC01484,5,173707614,173746279
AC237221.2,7,57402181,57404717
HMGN1P35,X,69174124,69174717
NHLH1,1,160367071,160372846
FAM102B,1,108560089,108644900
ZNF124,1,247121975,247172016
SLC16A9,10,59650761,59736002
OR2L13,1,248095184,248101103
GSTCD-AS1,4,105746245,105827172
SUDS3P1,CHR_HSCHR5_3_CTG5,177971313,177972279
SLC38A7,16,58665109,58684770
AC008674.1,5,173757562,173773164
CNFN,19,42387019,42390297
OR2M1P,1,248121932,248122882
AC005288.1,17,39401793,39406233
ARHGEF38-IT1,4,105561591,105570238
AC109361.2,4,105927060,105932722
MED1,17,39404285,39451272
OSGIN1,16,83931311,83966332
GSTCD,4,105708778,105847725
ZNF28,19,52797408,52857600
AC069360.1,11,10884158,10899364
NOTCH3,19,15159038,15200995
ZFHX2-AS1,14,23511760,23560778
ZBED5-AS1,11,10858179,10908972
OR7E14P,11,17013998,17053024
AL390728.3,1,247175256,247175525
AL390728.2,1,247183813,247185482
AC079035.1,12,62482349,62484932
AL135999.2,14,23530682,23532367
AL135999.1,14,23561097,23568073
SVIL2P,10,30655489,30717266
ZBED5,11,10812074,10858796
ERVV-1,19,53013921,53016122
METTL2A,17,62423875,62453385
THTPA,14,23555988,23560271
STARP1,13,65309855,65310953
PLEKHA7,11,16777297,17014414
MON2,12,62466817,62600476
AC069281.2,7,100572232,100578700
ERVV-2,19,53044740,53051680
AL355357.1,6,64728837,64733837
AC124242.3,8,18104797,18127346
NFYB,12,104117086,104138241
AL121897.1,20,32275117,32277510
GCNT1P4,6,63857441,63857769
LINC02644,10,30723251,30723740
PCOLCE-AS1,7,100589402,100604206
AC091152.4,17,44689858,44693340
AC091152.2,17,44673689,44676257
CCDC43,17,44673069,44689779
FBXO24,7,100583982,100601117
AL390728.6,1,247187281,247188526
NAT1,8,18170477,18223689
DDX59,1,200623896,200669907
CXCL17,19,42428278,42442946
AC009119.2,16,83929796,83931223
AC116535.2,11,10809204,10822931
VN1R28P,7,57422830,57423725
MLYCD,16,83899115,83951445
SAPCD2P2,7,57424503,57425676
AP1G2,14,23559565,23568070
LIPE-AS1,19,42397128,42652355
PRRC2A,6,31620715,31637771
HNRNPA3P5,13,65787932,65788764
LINC01052,13,65866070,65922731
LINC02385,12,104170395,104177659
MEIOC,17,44656404,44690308
AC089983.2,12,104171600,104177799
AL158038.1,13,65941073,65973699
ZNF160,19,53066606,53103436
TRIM60P19,13,66268997,66270458
FOXP4-AS1,6,41494853,41548621
CEACAM8,19,42580243,42595055
AC005632.5,16,21526824,21531141
AC005632.2,16,21532945,21550373
OR2M5,1,248145148,248146086
AC005632.4,16,21538487,21538794
OR2M2,1,248174821,248181067
MOGAT2,11,75717838,75732958
LINC01276,6,41499033,41519852
LINC01485,5,173778527,173809039
ANKRD52,12,56237807,56258384
AC011497.2,19,42485076,42485714
CEACAMP1,19,42620212,42633034
LIPE,19,42401514,42427388
NATP,8,18370607,18371484
MTND4LP26,8,18200924,18201205
CCDC22,X,49235470,49250520
CSNK1E,22,38290691,38318084
DDX59-AS1,1,200669507,200694250
OR2M3,1,248197265,248212925
KIF3B,20,32277651,32335011
TTC25,17,41930617,41966503
OR2M4,1,248231417,248244679
NLE1,17,35128730,35142304
AL356387.2,1,111323833,111324075
AL844908.2,21,44929653,44930112
CDY11P,Y,21696570,21698220
MAPKAPK2,1,206684905,206734281
OR2T33,1,248269917,248277976
OFD1P16Y,Y,21817579,21818218
AC024236.1,Y,21825441,21846721
FBXL20,17,39252663,39402523
AC007322.2,Y,21871331,21873550
ITGB2,21,44885953,44931989
AC004257.1,19,15221015,15222297
CDC37P2,16,28413703,28415018
RPL6P9,3,142580910,142582399
OR2T12,1,248290139,248303424
AC138894.4,16,28451644,28455356
AC138894.2,16,28454141,28454511
AC105391.1,4,105679050,105680094
CBX1P4,X,17282637,17283093
OR2M7,1,248323630,248324568
RNF5,CHR_HSCHR6_MHC_SSTO_CTG1,32186026,32188465
AC109361.1,4,106003317,106022478
FCAR,CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1,54874290,54891462
RASA4DP,7,102681836,102690469
CEACAMP2,19,42560433,42561750
RBMY1D,Y,21880076,21894526
CEACAM1,19,42507304,42561234
PNMA6E,X,153395639,153401392
AC116533.1,11,16974693,16975013
AL662854.2,CHR_HSCHR6_MHC_COX_CTG1,30898107,30916176
ZNF438,10,30820207,31031937
ZNF347,19,53124072,53159075
ZFP92,X,153418322,153426481
LINC00269,X,69179557,69209924
AC021016.1,2,218255319,218257366
VARS2,CHR_HSCHR6_MHC_COX_CTG1,30904070,30916176
SLC39A5,12,56230049,56237846
SAP25,7,100572228,100573900
GLYATL1P1,11,58978787,58994120
AP001636.1,11,58995439,58999689
CD300LG,17,43847148,43863639
TANC2,17,63009556,63427699
GLYATL1,11,58905398,59043527
AC026746.1,5,61658474,61698432
MKNK2,19,2037465,2051244
S100A9,1,153357854,153361023
AC079987.1,7,83424880,83425002
AL357075.3,6,154510791,154522307
AC079799.2,7,83372652,83373096
ZNF415,19,53107879,53133077
AL357075.1,6,154542552,154542740
C5orf64,5,61610424,61793401
MTRES1P1,6,154549517,154550242
SEMA3E,7,83363238,83649139
RPS4XP8,6,154576309,154577079
AL591419.1,6,154605616,154605954
S100A12,1,153373711,153375621
AL591499.1,6,154706643,154707795
LRCH4,7,100574011,100586129
ZBED3,5,77072072,77087285
LAPTM4BP1,1,153379821,153380799
S100A8,1,153390032,153391073
RPL7P23,5,77582376,77583122
RPS2P24,5,77545397,77546266
AL591846.2,1,206695837,206696269
ZBED3-AS1,5,77086688,77166909
MFSD9,2,102714630,102736888
C5orf64-AS1,5,61732774,61735715
AC022092.1,5,135450613,135458697
DCANP1,5,135444214,135447348
S100A15A,1,153396591,153396771
AP000432.1,21,17659276,17660384
NRG1-IT3,8,32440704,32448803
CYCSP43,X,69485343,69485652
TIFAB,5,135444226,135452351
AP000432.2,21,17705408,17707455
FAM155B,X,69504326,69532508
NEUROG1,5,135534282,135535964
CETP,16,56961923,56983845
NRG1,8,31639222,32855666
AGER,CHR_HSCHR6_MHC_SSTO_CTG1,32188640,32191996
C21orf91,21,17788974,17819386
SLC25A48-AS1,5,135648584,135653935
AC114296.1,5,135812667,135827546
AP001636.2,11,58967596,58968291
AP001652.1,11,58917015,58928689
AL513122.1,9,121238117,121240089
AP001636.3,11,58933643,59058659
DDX10P1,10,30919012,30921235
RAB14,9,121178133,121223014
AL359532.1,10,30831828,30833387
AC034206.1,5,135559577,135634874
SLC25A47,14,100323339,100330421
AL121583.1,20,32355053,32355734
CXCL14,5,135570679,135579279
AC025062.1,8,18383274,18383917
AC005828.2,17,63305262,63313521
AC025062.3,8,18386311,18388323
AC006270.3,17,63088162,63089197
AC005828.7,17,63331984,63332539
AC025062.2,8,18387108,18387777
AC006270.1,17,63117019,63130947
AC005828.3,17,63391191,63431089
AC005828.1,17,63381231,63414430
NAT2,8,18391282,18401218
GLYATL1P4,11,59042737,59050971
AC006270.2,17,63182166,63182817
AC015923.1,17,63193930,63339053
AC007322.4,Y,21895394,21897559
AC011431.1,5,135742462,135746356
AC005828.4,17,63430468,63432211
AC005828.6,17,63393355,63393586
AL359546.1,10,31033089,31143813
OR14C36,1,248348775,248349713
SLC25A48,5,135579202,135889770
CNP,17,41966763,41977740
Z93242.1,X,17705339,17705691
Z93022.1,X,17528435,17587160
AC008638.2,4,77311397,77312111
EPHX3,19,15226919,15233435
AC008638.3,4,77216416,77216878
AC092674.1,4,77394491,77494286
YTHDC1,CHR_HSCHR4_1_CTG9,68310387,68350089
RPL36AP33,9,35507564,35507873
NHS,X,17375420,17735994
GPBAR1,2,218259496,218263861
CCNG2,4,77157207,77433388
RUSC2,9,35490111,35561898
PCOLCE,7,100602363,100608175
SNRPCP18,15,101562536,101562974
LINC02132,16,85935281,85936223
AC090164.1,15,101580893,101581556
TRIM29,11,120111286,120185529
AC092723.5,16,85924984,85948824
AC090164.5,15,101602786,101614531
AC092723.4,16,85963328,85985386
KRT13,17,41500981,41505705
AC092723.1,16,85981750,85984881
AC106748.1,5,97449358,97449741
AC092723.3,16,85986764,85995899
SOWAHA,5,132813302,132816786
AC092723.2,16,86035627,86036419
C21orf91-OT1,21,17763315,17792523
LINC01340,5,97504663,97690180
NHS-AS1,X,17552349,17557387
GSN-AS1,9,121280768,121285530
C17orf113,17,42038232,42050601
OR2T4,1,248361581,248362627
AC004775.1,5,132817248,132818000
MTCYBP40,5,97677547,97678681
OR2T6,1,248375746,248391811
AC005523.1,19,4785120,4791207
SPTLC1P1,10,31360955,31361215
AC135012.1,16,86081409,86089526
ZNF385C,17,42025576,42098479
OR2T1,1,248403048,248408020
AL109761.1,21,17793488,17810845
FEM1A,19,4791734,4801273
ZEB1,10,31318495,31529814
FAM166B,9,35561831,35563899
OR2T7,1,248436359,248444316
NASP,1,45583846,45618904
OR2T2,1,248445512,248455725
ADH1C,4,99336497,99352746
FNDC8,17,35121615,35130732
AC005523.2,19,4791745,4795559
OR2T3,1,248473351,248474307
COL6A2,21,46098112,46132848
NKIRAS2,17,42011382,42025644
Z98749.1,22,38387918,38388857
TICAM1,19,4815932,4831704
AC138089.1,1,248484245,248485484
TPTEP2-CSNK1E,22,38291918,38398522
SPC25,CHR_HSCHR2_1_CTG7_2,168834132,168930360
OR2T5,1,248488589,248491113
TPTEP2,22,38335762,38398929
AC092070.1,19,53162428,53163563
OR2AS2P,1,248498308,248498649
ZNF665,19,53159213,53193386
OR2G6,1,248508073,248527337
IL10,1,206767602,206774541
OR2T29,1,248556912,248562772
OR2AS1P,1,248549444,248549762
AC098483.2,1,248548756,248565299
PLIN3,19,4838341,4867694
AC092070.2,19,53197111,53214522
OR2T34,1,248573801,248574757
NDUFV2P1,19,53223973,53224879
AL133476.1,9,35491133,35491969
AC105052.5,7,102699228,102748695
AC009779.1,12,55732366,55732648
ADH1B,4,99304971,99352760
ZNF677,19,53235381,53254898
AC008638.1,4,77350370,77351235
AC018685.2,2,2638178,2696285
NOSTRIN,CHR_HSCHR2_1_CTG7_2,168831472,168865516
AC018685.3,2,2697490,2701812
BRD4,19,15235519,15332545
AC105052.2,7,102755146,102755939
FAM185A,7,102748971,102809225
AP001619.1,21,41874756,41877613
AC092070.3,19,53240675,53241913
AC099782.3,3,45842265,45866571
CCR9,3,45886504,45903175
VN1R2,19,53258292,53261837
SCAMP2,15,74843730,74873365
IL19,1,206770764,206842981
VN1R4,19,53266676,53267723
AC092070.4,19,53267870,53270932
FAM90A27P,19,53281559,53284944
AC019349.1,17,41500983,41502409
BIRC8,19,53289601,53291426
FAM90A28P,19,53299051,53308644
CSNK1G1,15,64165525,64356173
VN1R6P,19,53315137,53316043
ZNF845,19,53333749,53356906
GTF2H4,CHR_HSCHR6_MHC_COX_CTG1,30898049,30903971
AC099782.2,3,45883640,45884113
LZTFL1,3,45823316,45916042
SRF,6,43171269,43181506
AC027319.1,19,4838332,4838907
ZNF525,19,53365693,53392217
SHROOM1,5,132822141,132830898
MRLN,10,59736692,59756041
BGN,X,153494980,153509546
S100A7A,1,153416520,153423222
AC091152.1,17,44719760,44720597
DBF4B,17,44708608,44752264
S100A7P1,1,153427020,153428401
S100A7L2,1,153437058,153439949
AIRE,21,44285838,44298648
RPL39P36,19,53413190,53413345
AC022137.2,19,53426019,53426499
S100A7,1,153457744,153460651
ZNF765,19,53389793,53430413
ATAD1,10,87751512,87841343
HMGB1P35,5,77146568,77147165
AC008581.2,5,77030902,77152155
ALDH7A1P1,5,77290268,77291800
AC022414.1,5,77086732,77427124
AC008581.1,5,77073881,77074520
DNAJC7,17,41976421,42021376
ZNF716,7,57450177,57473559
BX470102.1,1,153533603,153535115
PDE8B,5,77210449,77428256
S100A6,1,153534599,153536244
AC010168.2,12,14762504,14767931
AC092175.1,7,57485166,57485895
NCOR1P3,7,57599794,57610104
MMP19,12,55835433,55842966
LINC00461,5,88507546,88691057
H4-16,12,14767999,14771131
CFL1P1,10,87817928,87845612
BSNDP4,7,57638725,57639112
AC064862.7,7,57629285,57630151
AC064862.6,7,57628479,57645189
MSH5,CHR_HSCHR6_MHC_MANN_CTG1,31779445,31786880
U82695.1,X,153479266,153487088
RPL37,5,40825262,40835222
AC125388.1,19,53386233,53386388
AC135012.2,16,86158206,86158798
H2AJ,12,14774383,14778002
AC135012.3,16,86192793,86198913
LINC01082,16,86195954,86199720
HAUS7,X,153447666,153495516
AC022137.3,19,53431984,53461862
DGAT2,11,75759512,75801535
AC064862.5,7,57650521,57650854
AC064862.1,7,57650381,57651119
AC112203.1,5,97737894,97738913
AC022137.1,19,53495887,53496037
ZNF761,19,53445001,53458261
AC122697.1,5,97799404,97882687
LINC02234,5,97840912,97923497
CCDC6,10,59788747,59906556
SPDYA,2,28782517,28850611
MT2P1,CHR_HSCHR4_1_CTG9,68376327,68376509
TPM3P6,19,53479350,53480091
LINC01081,16,86221420,86301303
AC022137.4,19,53434661,53473936
ZNF813,19,53467733,53496255
LINC02135,16,86286427,86293389
AC064862.2,7,57652736,57653459
AC064862.4,7,57652875,57653208
AC244093.4,17,36998598,37000034
AATF,17,36948954,37056871
AC111188.2,11,11182107,11182413
AC111188.1,11,11135482,11137658
TPM3P9,19,53431984,53444670
LINC02752,11,11020883,11183611
S100A5,1,153537147,153541765
AC064862.3,7,57654822,57655392
AC011487.1,19,53503392,53512687
LINC01553,10,59955430,59960913
AC011487.4,19,53512092,53512616
AC023141.4,7,57770619,57770946
JPH4,14,23568035,23578790
AC023141.8,7,57770966,57771173
AC023141.12,7,57773183,57773381
AC023141.5,7,57772584,57773199
MTND5P21,11,11239759,11240280
KC877392.1,11,11243188,11243715
AC023141.2,7,57776972,57777521
AC023141.11,7,57817996,57818197
AC023141.9,7,57817601,57818012
AC023141.3,7,57819819,57820627
AC023141.1,7,57820032,57820410
GDF11,12,55743122,55757264
RAD23BP2,7,83663419,83664625
AC104997.1,8,27838477,27840382
TTLL4,2,218710835,218755416
AC023141.10,7,57822201,57822942
AC023141.6,7,57822465,57822801
AC127071.1,12,130350996,130351707
AC023141.13,7,57835309,57836251
AC023141.7,7,57828331,57837046
PIWIL1,12,130337887,130372637
FAM122C,X,134796395,134854835
FAM71D,14,67189393,67228550
ZNF331,19,53519527,53580269
AC084809.1,17,32876759,32881070
AC073487.1,12,55761550,55762628
G6PC2,CHR_HSCHR2_1_CTG7_2,168918229,168926984
AC079336.4,17,32518953,32531492
SARNP,12,55752463,55817724
AC025211.1,17,32627739,32686484
AC079336.7,17,32504567,32505644
AC023946.1,11,11352426,11353307
AC079336.6,17,32518322,32518934
CSNK2A3,11,11351942,11353250
AC104031.1,11,11570084,11573782
MYO1D,17,32492522,32877177
GALNT18,11,11270877,11622005
AP003031.3,11,75800877,75803415
AC138894.1,16,28456371,28492098
AP001922.1,11,75758455,75768647
AP001922.3,11,75775904,75776929
TRMT61B,2,28849821,28870309
AC244093.5,17,37045228,37052890
AC243773.2,17,36980167,36980422
PCDH9-AS4,13,66990886,67002007
AC244093.3,17,37034668,37043252
PCDH9-AS2,13,66825169,66915031
OR2T10,1,248590487,248597700
NEDD1,12,96907224,96953780
ZFHX2,14,23520857,23556192
AC098483.3,1,248601416,248601869
AC128676.1,7,62275361,62275678
AL160254.1,13,67121081,67156624
FASLG,1,172659103,172666876
PCDH9-AS1,13,66303871,66323561
OR2T11,1,248623557,248635091
PCDH9-AS3,13,66977432,66985776
PCDH9,13,66302834,67230445
OR2T35,1,248636356,248645278
AP000679.1,11,120168977,120171679
WBP11,12,14784582,14803486
OR2T27,1,248649838,248655528
FP565260.6,21,5155499,5165472
DYNC1I2,2,171687409,171748420
ORMDL2,12,55818041,55821879
ZEB1-AS1,10,31206278,31320447
MCIDAS,5,55219564,55227315
LYPD8,1,248739415,248755759
SLC25A38P1,1,172748560,172749502
Z98043.1,1,172752586,172752924
NPIPB7,16,28456372,28471175
TREX2,X,153444720,153470587
AL031599.1,1,172775905,173064015
LINC02664,10,31187715,31261910
AL135978.1,14,67199062,67200327
TNFSF18,1,173039960,173050963
AC018685.1,2,2729908,2730957
AL117340.1,10,31362799,31364049
AC011995.2,2,2707368,2840512
TM2D3,15,101621444,101652391
AC092164.1,2,28707511,28751722
CR589904.2,1,248681249,248748349
APOBR,16,28494643,28498970
FAM122B,X,134769566,134797232
LYPD9P,1,248691760,248716755
AC011995.1,2,2870558,2871231
LINC01250,2,2895048,3126026
Z97198.1,1,172906900,172907684
OR14I1,1,248681322,248682328
PIK3IP1-AS1,22,31292499,31338021
AIMP1P2,1,172885947,172886258
CR589904.1,1,248708202,248708641
PPP1CB,2,28751640,28802940
PIK3IP1,22,31281594,31292534
AC019118.2,2,3131581,3145780
AHCYP8,1,248721993,248722201
AC132217.1,11,2129121,2129964
AC019118.1,2,3156756,3157797
INS-IGF2,11,2132538,2161209
AC023055.1,12,55757275,55827546
CXCL13,4,77511753,77611834
TIMMDC1,3,119498547,119525090
UBE2Q1,1,154548577,154559028
AC011497.1,19,42424384,42425071
CD99,X,2691187,2741309
CEACAMP5,19,42654200,42669076
TMEM198B,12,55829608,55836246
RPS10P28,19,42670005,42670816
CPEB4,5,173888349,173961980
CLN3,16,28474111,28495575
PSG3,19,42721638,42740481
IGF2-AS,11,2140501,2148666
SEMA3A,7,83955777,84492724
AC090607.4,15,78280950,78282190
AC069285.2,7,63044827,63054431
AC090607.5,15,78299701,78299924
AC069285.3,7,63057453,63060084
WDR61,15,78277835,78299703
ZNF90P3,7,63087070,63088261
SAPCD2P4,7,63113635,63114805
SEPTIN14P1,7,63117501,63154934
INS,11,2159779,2161221
AC131935.2,11,11725332,11726702
AC131935.1,11,11759101,11759433
PATZ1,22,31325804,31346346
AC092001.1,7,63209219,63211822
AC104383.1,11,11781971,11811530
PHKG1P1,7,63233035,63234245
SEPTIN7P4,7,63241590,63248321
AC006455.8,7,63233115,63241645
CD80,3,119524293,119559614
PSG8,19,42752686,42855691
MEF2C-AS1,5,88883328,89466398
CFH,1,196652043,196747504
DNAJC14,12,55820960,55830824
AC097724.1,2,28810281,28810706
CARD6,5,40841308,40860175
KLLN,10,87859158,87863437
IGF2,11,2129112,2141238
KRT8P11,9,99305176,99306611
ART4,12,14825569,14843526
OR2F2,7,143935166,143936279
IL20,1,206865354,206869223
CHMP5,9,33264879,33282070
UBE2Q1-AS1,1,154553609,154555017
SMCO3,12,14804650,14814182
OR2F1,7,143954844,143997312
AC007655.2,12,14805108,14808177
AC079801.1,21,5232668,5243833
MGP,12,14880864,14885857
PSG10P,19,42839368,42855718
OR2Q1P,7,143980905,143981820
CAPZA1P5,7,143979121,143980225
SLC16A1P1,7,143985142,143986651
PSG8-AS1,19,42821863,42826878
S100A4,1,153543613,153550136
SP7,12,53326575,53345315
CEACAMP6,19,42781206,42786595
AC108448.1,11,3189546,3189929
AC079336.5,17,32495536,32500910
AC087683.1,18,42089312,42089752
NAMA,9,99355337,99377240
AC079336.3,17,32529008,32530049
AC079336.2,17,32509954,32523424
MRGPRG-AS1,11,3218332,3223131
AC079336.1,17,32512869,32519350
MRGPRG,11,3217944,3218813
MEF2C,5,88717117,88904257
AL353593.1,1,228238241,228276066
SERPINA9,14,94462717,94479689
AC087683.3,18,42105729,42115538
AL137067.3,9,99359336,99371887
SP1,12,53380176,53416446
PSG1,19,42866464,42879822
AL354919.2,1,31789130,31791322
AL353593.2,1,228295549,228303002
AL353593.3,1,228329467,228331191
MRGPRE,11,3225030,3232417
SPOCD1,1,31790422,31816051
UTP4,CHR_HSCHR16_2_CTG3_1,69142116,69169025
HTATSF1P1,CHR_HSCHR6_MHC_MCF_CTG1,33408140,33410038
